x,y,labels,doc_top,topic
9.659212,7.834395,2,20,14
11.6678,11.775399,1,12,13
10.814651,12.272718,1,12,13
11.480399,12.088698,1,12,13
11.626488,11.55919,1,20,14
11.286359,12.015949,1,12,13
10.887866,12.494186,1,12,13
11.51853,11.598192,1,8,5
11.561054,11.698506,1,12,13
10.747136,12.408053,1,12,13
11.489737,11.773762,1,11,6
10.925435,12.20613,1,12,13
11.0487385,12.497501,1,12,13
11.371122,11.98441,1,12,13
11.097718,12.318394,1,12,13
11.274463,12.360866,1,12,13
10.809943,12.258565,1,12,13
10.758028,12.392091,1,12,13
10.632422,12.207548,1,12,13
10.821139,11.967644,1,12,13
10.863491,12.014362,1,12,13
9.655462,7.8719993,2,20,14
11.596898,11.980238,1,12,13
8.313409,9.789785,2,1,2
11.681036,11.72198,1,12,13
10.975141,11.314456,1,18,6
10.864428,11.969715,1,12,13
11.322437,11.881847,1,12,13
11.569042,12.063795,1,21,5
11.454403,11.757438,1,12,13
10.870588,12.355351,1,12,13
11.495628,11.738165,1,13,10
10.865633,12.128623,1,12,13
11.754165,11.769517,1,12,13
10.795852,12.521173,1,12,13
11.214444,12.32471,1,12,13
11.616453,11.648911,1,12,13
10.768517,12.440581,1,12,13
10.847424,12.148473,1,12,13
11.560876,11.826064,1,12,13
10.863938,12.3431635,1,12,13
10.9577465,12.34363,1,12,13
11.152979,11.958565,1,12,13
11.104853,12.095665,1,12,13
10.986998,12.174872,1,12,13
10.932403,11.990382,1,12,13
9.284187,5.486226,2,11,6
11.388878,11.883449,1,12,13
11.560337,11.825055,1,12,13
6.9115915,8.766179,2,1,2
10.811089,7.776148,2,2,1
8.414229,8.688233,2,1,2
10.90991,12.330608,1,12,13
7.629648,5.9374886,2,14,3
10.641666,11.244086,1,12,13
8.021937,7.163074,2,22,7
11.515068,11.929638,1,12,13
10.935634,12.090363,1,12,13
10.972207,12.04129,1,12,13
11.742407,11.815376,1,12,13
11.79204,11.840572,1,12,13
11.134191,12.476896,1,12,13
11.645501,11.698109,1,12,13
8.955098,5.3652344,2,11,6
11.713099,11.714639,1,12,13
11.707716,11.760479,1,12,13
8.663038,8.37001,2,11,6
10.718768,12.054062,1,3,4
11.584545,11.811719,1,12,13
11.578869,11.529722,1,20,14
8.164129,5.5672913,2,12,13
10.836966,12.365073,1,12,13
7.2603726,8.199417,2,1,2
11.458664,11.78843,1,12,13
11.659028,11.883168,1,12,13
9.581567,8.213317,2,20,14
8.576582,8.419701,2,12,13
5.1988425,9.272476,2,21,5
10.95965,12.0228195,1,12,13
8.626134,8.557685,2,12,13
11.307582,12.422097,1,12,13
11.030865,12.045066,1,12,13
10.81339,11.971558,1,12,13
10.8383045,11.8158245,1,12,13
11.621473,11.535993,1,18,6
11.565593,11.662359,1,12,13
7.0156527,8.341622,2,1,2
11.501911,11.782039,1,12,13
11.164421,11.440395,1,1,2
11.555331,11.848204,1,12,13
11.009737,11.913323,1,12,13
9.781065,8.059694,2,20,14
10.223844,7.7919517,2,18,6
5.686013,9.422986,2,25,4
11.218188,7.933611,2,2,1
10.799805,12.171577,1,12,13
10.854032,11.978343,1,12,13
11.606972,11.78272,1,12,13
8.964867,5.8066635,2,11,6
11.573411,11.676431,1,12,13
7.4538,6.9279714,2,22,7
11.58865,11.814713,1,12,13
8.324287,4.428817,2,15,4
10.995077,11.975379,1,12,13
11.133764,11.883875,1,12,13
10.760901,11.943172,1,12,13
11.717768,11.880268,1,12,13
11.222858,8.023168,2,4,7
9.776865,7.923453,2,23,14
10.914434,12.133326,1,12,13
10.768941,12.427291,1,21,5
10.865552,12.407715,1,12,13
7.957729,5.860114,2,2,1
11.101176,12.139093,1,12,13
7.3340855,7.037414,2,4,7
10.897139,11.997155,1,12,13
10.88626,12.402111,1,12,13
10.878004,12.462123,1,12,13
11.585641,11.586921,1,12,13
6.698994,6.9357963,2,22,7
11.101034,11.369018,1,11,6
11.688318,11.678051,1,12,13
11.20479,11.934294,1,12,13
8.613,5.763466,2,12,13
10.797779,12.332037,1,12,13
10.8333645,12.277975,1,12,13
10.7849455,12.032657,1,20,14
11.171202,12.193304,1,12,13
11.2195215,12.286966,1,12,13
10.799505,12.405274,1,12,13
10.8536215,11.99397,1,12,13
11.171512,12.528662,1,12,13
11.168752,12.479416,1,12,13
7.99443,4.962911,2,7,9
11.051314,12.138008,1,12,13
10.836469,12.446655,1,12,13
11.424588,11.906873,1,12,13
3.6823587,8.589326,2,8,5
7.021501,4.6179376,2,14,3
10.279713,6.564222,2,18,6
10.784828,11.267547,1,12,13
6.8922844,7.7827997,2,1,2
7.5326056,8.143052,2,1,2
10.999425,12.079141,1,12,13
11.173642,12.085958,1,12,13
11.348772,11.966211,1,12,13
10.854539,12.207743,1,12,13
11.090476,12.523097,1,12,13
10.837064,12.118194,1,12,13
11.605444,11.687665,1,12,13
9.439582,5.440358,2,11,6
7.168339,8.601438,2,1,2
10.731,12.467445,1,12,13
10.843674,11.982072,1,12,13
8.546664,6.6610136,2,4,7
11.059148,12.155405,1,12,13
8.369572,8.123426,2,11,6
11.230751,11.707479,1,12,13
9.560258,8.093344,2,20,14
7.598724,7.817949,2,20,14
9.7649145,6.7975445,2,13,10
11.723194,11.5361395,1,12,13
11.001913,11.917599,1,12,13
10.842317,11.942783,1,12,13
10.892164,12.045801,1,12,13
10.71886,12.4408,1,12,13
11.149326,7.8376412,2,2,1
11.226856,11.753033,1,12,13
8.939705,8.251029,2,22,7
11.004336,11.985913,1,12,13
9.468633,5.7922244,2,11,6
11.395667,11.860722,1,12,13
11.5586605,11.453089,1,20,14
11.718446,11.739422,1,12,13
11.507076,11.606357,1,12,13
11.375195,11.671129,1,12,13
11.235866,12.0715885,1,12,13
11.2150955,12.338731,1,12,13
11.059765,11.510107,1,16,10
11.464787,11.615077,1,7,9
4.513966,9.760004,2,19,8
10.847401,12.344151,1,12,13
11.189294,12.004304,1,12,13
10.833986,12.31229,1,12,13
11.272361,11.773164,1,12,13
9.827891,7.992192,2,20,14
8.142959,8.346876,2,14,3
11.139591,12.475293,1,12,13
11.38027,11.9997835,1,12,13
11.643037,11.853229,1,12,13
10.843371,12.215373,1,12,13
11.551053,11.786683,1,12,13
10.846877,12.470099,1,12,13
8.437549,8.87434,2,1,2
10.886871,12.510219,1,12,13
10.964493,11.929382,1,12,13
7.5973725,5.5661097,2,11,6
11.703906,11.786365,1,12,13
10.820045,11.736308,1,20,14
11.528134,11.689753,1,12,13
4.97017,11.337303,0,5,12
11.066103,12.240572,1,12,13
11.7723055,11.842414,1,12,13
10.711527,12.158637,1,20,14
11.075873,12.313249,1,12,13
11.11405,12.087884,1,12,13
11.298905,12.006449,1,12,13
10.829891,12.111439,1,12,13
10.896381,12.338531,1,12,13
10.750007,12.141403,1,12,13
11.465937,11.816081,1,12,13
11.4909935,11.983057,1,12,13
10.775599,12.2808275,1,12,13
11.496532,11.508377,1,20,14
11.631199,11.807392,1,12,13
9.949467,6.163048,2,18,6
10.900338,12.205799,1,12,13
10.876306,12.200448,1,12,13
11.127633,12.5139065,1,12,13
9.964927,7.920077,2,20,14
4.876061,9.538014,2,21,5
8.079797,8.150841,2,1,2
4.1271076,9.417553,2,8,5
11.145496,12.46076,1,12,13
11.513385,12.0337515,1,12,13
10.918819,12.023638,1,12,13
6.65656,11.212766,0,11,6
10.968631,12.3513565,1,12,13
10.780063,12.154412,1,12,13
11.061571,12.03085,1,12,13
10.423545,9.166857,2,12,13
10.7778635,12.198815,1,12,13
8.211632,5.3259916,2,11,6
11.03502,12.155856,1,12,13
11.551691,11.839945,1,12,13
10.928019,12.177647,1,12,13
10.999695,12.17356,1,12,13
10.9478245,12.2886,1,12,13
10.965326,11.578639,1,4,7
11.068308,12.08455,1,12,13
11.524087,11.917266,1,12,13
11.409235,12.091113,1,6,11
11.163648,12.484915,1,12,13
11.464526,11.838846,1,21,5
11.503264,11.547175,1,12,13
11.206896,12.001203,1,12,13
11.466258,11.844064,1,12,13
11.651336,11.792168,1,12,13
11.569523,11.524603,1,12,13
10.848277,12.459075,1,12,13
11.284892,11.892139,1,12,13
10.796813,12.308645,1,12,13
10.778847,12.164996,1,12,13
10.799047,12.1278715,1,12,13
8.939398,8.333137,2,22,7
8.050828,6.165581,2,12,13
11.007498,11.696327,1,12,13
11.665521,11.707765,1,12,13
11.129058,12.477424,1,12,13
11.665222,11.827191,1,12,13
11.063478,11.637772,1,12,13
10.789413,12.426871,1,12,13
10.905313,12.003352,1,12,13
11.584953,12.017795,1,12,13
11.590703,11.889742,1,12,13
11.036985,12.152853,1,12,13
10.850244,11.332838,1,13,10
7.2071075,7.4264445,2,20,14
10.128951,10.494212,2,2,1
10.954532,12.077841,1,12,13
11.14461,12.2924595,1,12,13
11.571921,11.861171,1,12,13
10.985481,12.195543,1,3,4
11.516826,11.737396,1,12,13
7.090022,8.600007,2,1,2
4.3650227,9.49485,2,8,5
11.628104,11.857759,1,12,13
11.552317,11.840261,1,12,13
11.535689,11.63063,1,11,6
10.892331,11.608884,1,13,10
11.471339,11.704709,1,12,13
6.1688046,6.503422,2,7,9
10.787352,12.319271,1,12,13
9.976362,9.276249,2,9,8
11.621599,11.879246,1,12,13
11.306522,12.296306,1,12,13
11.000193,12.080609,1,12,13
11.4604645,11.912832,1,12,13
10.983175,12.205989,1,12,13
11.210961,11.982946,1,12,13
10.359035,9.606766,2,9,8
11.401287,12.20974,1,12,13
10.79701,12.292117,1,12,13
11.139551,12.497462,1,12,13
11.390911,12.065028,1,12,13
11.669266,11.779723,1,12,13
11.244557,12.015136,1,12,13
11.260536,8.141013,2,2,1
10.79737,12.363726,1,12,13
11.72306,11.679971,1,12,13
10.843228,12.368249,1,12,13
10.661105,12.383401,1,12,13
10.82349,12.161167,1,12,13
10.83185,12.432326,1,12,13
11.605486,11.775478,1,12,13
10.025337,7.8921237,2,20,14
11.804379,11.744837,1,12,13
10.982099,11.628209,1,4,7
10.803988,11.311681,1,13,10
10.507801,9.4740095,2,16,10
10.861448,9.469826,2,16,10
11.017167,12.0429,1,12,13
11.590409,11.826346,1,12,13
10.773357,11.930144,1,20,14
11.508329,11.954074,1,12,13
9.675553,6.5195293,2,12,13
10.947908,12.040729,1,12,13
11.51837,11.938714,1,12,13
7.071345,8.209274,2,1,2
6.5168376,6.3469806,2,7,9
11.187479,12.452305,1,12,13
11.310132,11.9646435,1,12,13
10.40233,6.650893,2,18,6
11.537101,11.793751,1,12,13
6.990237,8.3938465,2,1,2
11.454352,8.374126,2,2,1
11.485801,11.372392,1,12,13
10.781485,12.41797,1,12,13
11.12536,12.507401,1,12,13
11.492076,11.521929,1,12,13
11.429098,11.602799,1,12,13
10.931164,12.280469,1,12,13
8.386559,8.910631,2,1,2
10.669785,8.767051,2,12,13
8.340247,6.764321,2,4,7
8.578021,4.0793676,2,15,4
11.091153,12.156065,1,12,13
10.923926,12.112231,1,12,13
11.640146,11.7568035,1,12,13
11.635751,11.452493,1,12,13
7.1208086,7.5428386,2,20,14
8.375169,9.6662655,2,1,2
8.629561,8.383038,2,1,2
11.365429,11.5205555,1,12,13
10.936689,7.4274755,2,2,1
7.707278,7.8193536,2,1,2
11.689416,11.695264,1,12,13
11.43632,11.8086405,1,12,13
10.707065,12.467368,1,12,13
11.075219,12.062547,1,15,4
10.991047,12.22952,1,12,13
11.052592,12.101311,1,12,13
10.866036,12.24968,1,12,13
10.8983,12.323737,1,12,13
7.3062367,8.44179,2,1,2
11.935462,7.5989575,2,5,12
7.161026,8.239654,2,1,2
11.6511135,11.79064,1,12,13
10.803435,12.354862,1,12,13
10.804132,12.367625,1,12,13
11.510941,11.862305,1,12,13
8.1154375,8.480743,2,1,2
7.683115,6.7350926,2,22,7
11.010975,11.680828,1,12,13
7.8615284,6.4230986,2,11,6
7.3246827,7.5505743,2,10,3
7.991869,6.8150687,2,11,6
10.710645,12.4033165,1,12,13
9.303647,7.0568604,2,12,13
6.520669,6.7743263,2,7,9
11.603469,11.943558,1,12,13
11.167076,8.718034,2,0,0
11.604854,11.716877,1,12,13
5.719282,7.123913,2,0,0
8.362869,8.5323715,2,1,2
11.488468,11.825909,1,12,13
10.803177,12.369055,1,12,13
10.53567,11.588976,1,20,14
7.226539,8.430085,2,1,2
11.325148,12.034857,1,12,13
10.786085,11.9438715,1,12,13
11.476684,11.7789,1,12,13
3.6707761,8.834276,2,8,5
10.82713,12.382417,1,12,13
11.006634,12.227942,1,12,13
11.428629,8.605808,2,2,1
11.819371,9.321399,2,2,1
7.109972,8.19824,2,1,2
11.515282,11.856855,1,12,13
10.8680525,12.0670395,1,12,13
8.851135,7.5113945,2,23,14
11.598838,11.767186,1,12,13
10.820849,12.390013,1,12,13
8.734183,5.325002,2,11,6
7.6019425,7.1676164,2,20,14
9.330773,6.1925125,2,13,10
9.275036,6.7136493,2,21,5
10.803503,12.389744,1,12,13
11.487972,11.907374,1,12,13
11.549248,11.797321,1,12,13
10.839795,12.331246,1,12,13
11.456256,12.047335,1,12,13
7.3555355,5.1897182,2,14,3
7.835914,5.111864,2,14,3
8.065369,4.24816,2,14,3
8.071076,4.2635446,2,14,3
7.9891157,2.8865469,2,3,4
8.054758,4.2218122,2,15,4
7.5370765,3.0750864,2,3,4
7.636587,2.8522902,2,3,4
8.764789,3.1978316,2,25,4
7.928771,2.5011284,2,3,4
7.169088,3.9259214,2,14,3
8.335985,2.6654987,2,3,4
8.28977,4.852925,2,11,6
6.944149,5.2948365,2,7,9
8.217181,2.4755623,2,3,4
8.046038,2.456367,2,3,4
8.296881,2.7616673,2,3,4
7.1256375,4.7438803,2,14,3
8.198871,5.302435,2,11,6
8.336293,2.6969728,2,3,4
8.201343,5.030577,2,22,7
8.831376,5.5382886,2,13,10
7.5023813,3.1251721,2,3,4
8.247271,4.3082776,2,15,4
7.692583,3.103589,2,3,4
7.9297748,4.3342323,2,3,4
7.526046,2.931469,2,3,4
7.7024555,2.7765343,2,3,4
6.9368067,4.5224357,2,14,3
7.0983877,4.588618,2,14,3
7.8701253,2.6348438,2,3,4
7.2431054,3.8432162,2,14,3
6.8410115,5.2157393,2,7,9
7.9303937,4.0607114,2,11,6
7.897636,2.8820052,2,3,4
7.8309536,3.0462515,2,7,9
8.769539,3.0796967,2,25,4
7.6813188,4.3204093,2,14,3
7.0728946,4.3637614,2,14,3
8.4234295,4.122334,2,15,4
7.56803,4.2905393,2,10,3
7.91202,4.946539,2,5,12
7.0342855,4.4005075,2,14,3
7.6083965,2.8967702,2,3,4
7.1280727,4.604851,2,14,3
7.292136,3.6193497,2,14,3
6.7496595,6.8668313,2,22,7
7.497541,3.286931,2,3,4
7.021016,4.818903,2,3,4
9.351931,7.9693575,2,10,3
7.854982,3.6713989,2,15,4
8.2589855,2.764307,2,3,4
7.5734315,3.5285656,2,14,3
8.003879,2.9094172,2,3,4
7.894411,4.212047,2,3,4
7.517438,3.3128896,2,3,4
8.6888685,5.225379,2,11,6
7.985892,2.768735,2,3,4
8.4747715,2.550006,2,3,4
8.3011465,4.7758384,2,13,10
7.5357757,3.446929,2,3,4
7.4831347,3.6225057,2,3,4
8.788953,4.9712834,2,18,6
7.62175,3.2906435,2,3,4
7.990629,4.4593596,2,3,4
7.7417755,2.4931784,2,3,4
7.5795126,3.7802267,2,15,4
8.02014,2.9861226,2,3,4
7.892639,4.1195292,2,3,4
7.415605,4.155179,2,14,3
9.7558155,7.8814535,2,23,14
7.7383943,6.9972696,2,22,7
7.657283,3.036844,2,3,4
3.9886334,9.582833,2,25,4
8.4477215,3.1227458,2,3,4
7.216387,4.967778,2,14,3
7.696674,3.2538433,2,14,3
8.44124,3.3234518,2,3,4
8.034787,3.3109283,2,3,4
8.341553,2.4037833,2,3,4
7.3422794,3.3266964,2,3,4
7.31443,2.50673,2,3,4
7.686898,3.0496473,2,3,4
7.7489796,3.038058,2,3,4
7.7596564,2.994946,2,3,4
7.861534,2.573967,2,3,4
9.425505,5.732464,2,13,10
7.5311766,2.8884156,2,3,4
8.721456,3.5658326,2,25,4
8.362564,2.4246573,2,3,4
8.211783,2.8796713,2,3,4
8.310494,4.8295164,2,11,6
7.572218,3.3596795,2,3,4
7.5884724,4.638723,2,14,3
7.689162,3.0690129,2,3,4
7.9577575,2.5244112,2,3,4
7.3519044,3.9483795,2,14,3
8.284191,2.9040313,2,3,4
7.597136,3.1128757,2,3,4
7.596039,2.6683214,2,3,4
8.225002,4.631716,2,11,6
8.00752,4.1825733,2,15,4
5.0698895,6.8137994,2,11,6
7.9142475,4.688102,2,13,10
3.7526505,8.34373,2,25,4
7.6486583,3.68911,2,14,3
7.1400766,4.725696,2,14,3
7.5293646,2.973515,2,3,4
7.909465,4.4098873,2,3,4
8.550659,4.0117207,2,15,4
7.146611,4.595917,2,14,3
8.563016,4.3490534,2,15,4
8.118837,2.41285,2,3,4
7.692983,4.7446346,2,15,4
8.396491,2.4639268,2,15,4
7.925862,4.159707,2,3,4
7.8983264,3.9256148,2,3,4
8.511937,4.0190816,2,15,4
7.902865,2.646689,2,3,4
7.435586,3.4467084,2,3,4
10.324469,7.0557966,2,18,6
7.745367,4.994838,2,14,3
7.859125,4.975086,2,11,6
8.297788,2.963785,2,3,4
8.362579,2.89372,2,3,4
7.48564,3.4639852,2,14,3
7.519749,2.9701223,2,3,4
8.239868,4.0114336,2,15,4
7.613431,3.2649248,2,3,4
8.086331,2.6952813,2,3,4
7.622321,3.5104287,2,3,4
8.697492,3.021465,2,3,4
7.1985865,4.8172383,2,7,9
7.377085,2.6741204,2,3,4
8.541874,4.2095346,2,15,4
7.566338,5.4382324,2,10,3
8.039903,4.3240027,2,3,4
8.596233,3.1966448,2,25,4
8.646328,3.0896888,2,25,4
7.0513716,5.421899,2,10,3
7.916193,3.5828538,2,11,6
6.5203133,5.178795,2,7,9
8.081744,5.05091,2,11,6
7.555292,3.03074,2,3,4
8.169498,3.1722488,2,3,4
7.266074,4.1503034,2,20,14
7.4737525,6.7771754,2,22,7
7.759083,5.2547235,2,22,7
8.670384,3.4157894,2,25,4
7.460267,3.6337178,2,3,4
7.0299115,4.842245,2,14,3
7.814869,3.6848245,2,3,4
7.238292,4.5607424,2,14,3
8.019832,3.6359632,2,15,4
4.3565507,8.646064,2,14,3
7.650106,4.3045807,2,7,9
8.541447,2.913324,2,3,4
7.9344964,3.2681472,2,3,4
7.470438,4.2974734,2,14,3
9.631676,8.394503,2,1,2
7.3872046,3.6544213,2,3,4
7.7357297,2.722803,2,3,4
7.342319,6.344151,2,7,9
7.6717396,3.5449543,2,3,4
4.3933883,9.564508,2,8,5
7.7174582,3.2479389,2,3,4
6.924929,4.3709583,2,14,3
6.6924143,5.3628035,2,7,9
7.2528286,3.9671862,2,14,3
8.31774,2.4948885,2,3,4
7.9953647,2.5377982,2,3,4
8.05974,2.511085,2,3,4
8.207965,4.1222625,2,15,4
7.4482493,5.1271267,2,3,4
7.7951107,2.7906544,2,3,4
8.615013,2.9560874,2,3,4
7.7418904,4.127116,2,15,4
7.29737,5.4067645,2,15,4
8.420937,2.768678,2,3,4
7.3563304,4.0261145,2,7,9
7.2915254,6.2607293,2,11,6
7.175219,4.6196938,2,14,3
8.464435,6.2025275,2,15,4
7.323483,3.8315673,2,14,3
8.114381,4.883909,2,11,6
7.30707,5.693947,2,10,3
6.460226,5.4691973,2,7,9
8.190729,4.684319,2,3,4
7.3232517,4.0531664,2,14,3
7.5506415,2.5817811,2,3,4
7.019229,4.3866324,2,14,3
7.823774,4.5101213,2,15,4
7.3514733,4.607367,2,10,3
7.539927,4.0126433,2,3,4
7.911428,3.8239825,2,3,4
7.983834,2.98099,2,3,4
4.4456296,9.387746,2,14,3
6.923646,4.707604,2,14,3
7.313033,4.1948304,2,14,3
7.2759295,4.095955,2,22,7
8.385296,2.5187502,2,3,4
7.904794,2.7114792,2,3,4
6.0011487,4.8746367,2,10,3
8.222288,5.136091,2,18,6
7.730627,4.593911,2,16,10
6.9873953,4.926296,2,14,3
8.232576,4.168261,2,15,4
7.265919,2.4894166,2,3,4
7.7787232,2.6751413,2,3,4
7.723768,4.7943215,2,15,4
7.972781,5.0693693,2,14,3
7.2270327,4.4308834,2,7,9
7.950613,3.014664,2,3,4
7.6094418,2.830859,2,3,4
7.5617404,2.9829829,2,3,4
7.211476,4.0563607,2,14,3
7.729401,3.4326985,2,3,4
11.284791,8.515198,2,2,1
7.3172746,5.6635985,2,14,3
8.101408,2.603565,2,3,4
10.855979,7.807745,2,11,6
7.5530686,3.3526092,2,14,3
7.7601495,2.6671438,2,3,4
7.842534,3.5106075,2,3,4
8.536981,2.797149,2,3,4
8.101865,2.9819734,2,3,4
8.116587,2.9561563,2,3,4
7.432035,4.4381046,2,14,3
7.899465,4.847577,2,13,10
7.260697,2.5080428,2,3,4
7.599084,3.0745275,2,3,4
8.005396,3.0843308,2,3,4
8.324158,4.2406006,2,18,6
7.3186707,4.6069694,2,10,3
7.493895,2.5764258,2,25,4
8.825652,3.1648462,2,25,4
8.15568,3.1601334,2,3,4
7.861813,2.8904808,2,3,4
8.074699,2.7707317,2,3,4
8.73949,3.0329046,2,25,4
8.069059,2.8332713,2,3,4
8.404424,2.8269446,2,3,4
8.342303,2.3577292,2,3,4
8.307591,5.6971674,2,11,6
8.05595,3.0850375,2,3,4
6.7168007,5.5414996,2,4,7
7.4415126,5.192597,2,7,9
7.6014404,2.9104924,2,3,4
8.063069,2.9162338,2,3,4
7.6650677,3.8273478,2,3,4
7.759593,2.721506,2,3,4
7.145958,4.2850223,2,14,3
8.017361,2.9866717,2,3,4
8.246655,4.038282,2,15,4
7.910039,4.3120203,2,18,6
7.6635704,2.7484782,2,3,4
7.46075,3.4548924,2,14,3
7.6054606,3.7757173,2,14,3
7.9546843,3.938318,2,7,9
8.538852,4.1383176,2,15,4
8.299464,2.8101356,2,3,4
5.5579634,7.385535,2,15,4
8.139717,4.509082,2,3,4
7.596346,3.2738376,2,3,4
8.795268,3.085197,2,25,4
7.5378118,2.9413881,2,3,4
6.253028,4.9182405,2,10,3
7.5721173,4.2023683,2,3,4
7.721877,3.1798434,2,3,4
7.684173,4.498911,2,18,6
6.559626,5.620801,2,7,9
8.332113,4.3126903,2,15,4
7.891746,3.3362305,2,3,4
8.263548,3.7514412,2,3,4
7.8840637,2.7644408,2,3,4
8.354454,4.087744,2,15,4
7.363422,4.2293315,2,15,4
7.8507586,4.0083437,2,14,3
8.397612,2.4436905,2,3,4
7.673811,2.7288644,2,3,4
7.5844293,4.445558,2,14,3
7.871942,3.6478443,2,3,4
8.821015,6.7302036,2,16,10
7.378177,4.085936,2,3,4
7.5365653,4.720066,2,13,10
6.9890995,4.228716,2,14,3
